"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-06 20:00","2023","09","06","20:00","12.6","","8.9","","78","","0.0","","20","","17","","","","88.92","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-06 21:00","2023","09","06","21:00","12.3","","5.5","","63","","0.0","","22","","13","","","","88.89","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-06 22:00","2023","09","06","22:00","11.6","","5.7","","67","","0.0","","30","","7","","","","88.96","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-06 23:00","2023","09","06","23:00","9.3","","5.2","","75","","0.0","","30","","3","","","","88.95","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 00:00","2023","09","07","00:00","8.1","","5.3","","83","","0.0","","28","","7","","","","88.95","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 01:00","2023","09","07","01:00","7.1","","5.4","","89","","0.0","","35","","6","","","","88.96","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 02:00","2023","09","07","02:00","7.9","","5.5","","85","","0.0","","35","","11","","","","89.03","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 03:00","2023","09","07","03:00","7.3","","4.9","","85","","0.0","","35","","12","","","","89.05","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 04:00","2023","09","07","04:00","6.6","","4.8","","88","","0.0","","32","","7","","","","89.10","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 05:00","2023","09","07","05:00","5.5","","4.0","","90","","0.0","","23","","5","","","","89.11","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 06:00","2023","09","07","06:00","5.0","","3.6","","90","","0.0","","32","","3","","","","89.19","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 07:00","2023","09","07","07:00","7.2","","4.9","","85","","0.0","","33","","3","","","","89.24","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 08:00","2023","09","07","08:00","9.4","","5.5","","76","","0.0","","35","","7","","","","89.27","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 09:00","2023","09","07","09:00","11.2","","6.8","","74","","0.0","","36","","10","","","","89.30","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 10:00","2023","09","07","10:00","13.0","","7.0","","67","","0.0","","1","","9","","","","89.31","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 11:00","2023","09","07","11:00","14.4","","5.2","","54","","0.0","","7","","5","","","","89.32","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 12:00","2023","09","07","12:00","15.9","","5.9","","51","","0.0","","3","","6","","","","89.31","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 13:00","2023","09","07","13:00","16.7","","5.0","","46","","0.0","","6","","6","","","","89.29","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 14:00","2023","09","07","14:00","17.9","","4.6","","41","","0.0","","17","","9","","","","89.27","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 15:00","2023","09","07","15:00","18.4","","5.2","","42","","0.0","","16","","8","","","","89.24","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 16:00","2023","09","07","16:00","18.0","","5.1","","42","","0.0","","15","","12","","","","89.23","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 17:00","2023","09","07","17:00","18.0","","5.0","","42","","0.0","","14","","11","","","","89.24","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 18:00","2023","09","07","18:00","17.0","","5.3","","46","","0.0","","12","","13","","","","89.25","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 19:00","2023","09","07","19:00","15.8","","5.1","","49","","0.0","","11","","14","","","","89.26","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 20:00","2023","09","07","20:00","15.0","","4.9","","51","","0.0","","10","","15","","","","89.31","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 21:00","2023","09","07","21:00","14.3","","5.2","","54","","0.0","","13","","15","","","","89.35","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 22:00","2023","09","07","22:00","12.9","","5.0","","59","","0.0","","13","","10","","","","89.39","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-07 23:00","2023","09","07","23:00","12.6","","4.5","","58","","0.0","","13","","12","","","","89.40","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 00:00","2023","09","08","00:00","10.6","","4.0","","64","","0.0","","16","","8","","","","89.43","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 01:00","2023","09","08","01:00","9.7","","4.1","","68","","0.0","","3","","5","","","","89.46","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 02:00","2023","09","08","02:00","8.1","","4.6","","78","","0.0","","6","","9","","","","89.46","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 03:00","2023","09","08","03:00","9.2","","5.2","","76","","0.0","","5","","9","","","","89.47","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 04:00","2023","09","08","04:00","8.2","","4.5","","77","","0.0","","35","","5","","","","89.48","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 05:00","2023","09","08","05:00","7.4","","4.9","","84","","0.0","","33","","5","","","","89.51","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 06:00","2023","09","08","06:00","6.9","","4.9","","87","","0.0","","33","","10","","","","89.53","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 07:00","2023","09","08","07:00","7.7","","5.3","","85","","0.0","","34","","6","","","","89.56","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 08:00","2023","09","08","08:00","9.4","","5.2","","75","","0.0","","1","","8","","","","89.59","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 09:00","2023","09","08","09:00","10.1","","5.3","","72","","0.0","","33","","7","","","","89.64","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 10:00","2023","09","08","10:00","10.9","","5.3","","68","","0.0","","31","","5","","","","89.66","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 11:00","2023","09","08","11:00","12.4","","4.7","","59","","0.0","","34","","4","","","","89.67","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 12:00","2023","09","08","12:00","13.2","","5.8","","60","","0.0","","32","","8","","","","89.66","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 13:00","2023","09","08","13:00","14.4","","5.4","","55","","0.0","","35","","10","","","","89.67","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 14:00","2023","09","08","14:00","15.9","","4.9","","48","","0.0","","6","","7","","","","89.70","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 15:00","2023","09","08","15:00","16.4","","5.2","","47","","0.0","","10","","12","","","","89.72","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 16:00","2023","09","08","16:00","17.6","","4.6","","42","","0.0","","12","","9","","","","89.76","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 17:00","2023","09","08","17:00","18.1","","4.3","","40","","0.0","","13","","9","","","","89.81","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 18:00","2023","09","08","18:00","16.4","","4.9","","46","","0.0","","13","","11","","","","89.86","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 19:00","2023","09","08","19:00","13.0","","6.0","","63","","0.0","","14","","11","","","","89.90","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 20:00","2023","09","08","20:00","11.4","","6.7","","73","","0.0","","15","","10","","","","89.97","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 21:00","2023","09","08","21:00","10.9","","7.0","","77","","0.0","","16","","11","","","","90.01","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 22:00","2023","09","08","22:00","10.6","","7.0","","79","","0.0","","17","","7","","","","90.06","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-08 23:00","2023","09","08","23:00","11.1","","7.1","","76","","0.0","","19","","2","","","","90.07","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 00:00","2023","09","09","00:00","11.4","","6.9","","74","","0.0","","20","","5","","","","90.08","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 01:00","2023","09","09","01:00","9.5","","6.4","","81","","0.0","","27","","5","","","","90.08","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 02:00","2023","09","09","02:00","7.7","","5.9","","88","","0.0","","14","","6","","","","90.09","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 03:00","2023","09","09","03:00","7.5","","6.0","","90","","0.0","","20","","1","","","","90.11","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 04:00","2023","09","09","04:00","6.1","","4.6","","90","","0.0","","19","","5","","","","90.13","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 05:00","2023","09","09","05:00","6.3","","5.3","","93","","0.0","","25","","1","","","","90.18","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 06:00","2023","09","09","06:00","6.2","","4.9","","91","","0.0","","","","0","","","","90.21","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 07:00","2023","09","09","07:00","8.4","","7.0","","91","","0.0","","","","0","","","","90.25","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 08:00","2023","09","09","08:00","12.5","","7.4","","71","","0.0","","22","","4","","","","90.27","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 09:00","2023","09","09","09:00","14.5","","7.3","","62","","0.0","","24","","7","","","","90.28","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 10:00","2023","09","09","10:00","16.3","","6.9","","54","","0.0","","20","","14","","","","90.27","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 11:00","2023","09","09","11:00","17.6","","6.6","","48","","0.0","","17","","20","","","","90.26","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 12:00","2023","09","09","12:00","19.0","","5.1","","40","","0.0","","17","","20","","","","90.24","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 13:00","2023","09","09","13:00","20.3","","6.2","","40","","0.0","","17","","20","","","","90.23","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 14:00","2023","09","09","14:00","20.4","","4.2","","34","","0.0","","19","","22","","","","90.21","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 15:00","2023","09","09","15:00","20.8","","4.7","","35","","0.0","","16","","18","","","","90.17","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 16:00","2023","09","09","16:00","20.9","","4.0","","33","","0.0","","16","","18","","","","90.15","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 17:00","2023","09","09","17:00","20.5","","4.0","","34","","0.0","","16","","16","","","","90.14","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 18:00","2023","09","09","18:00","19.1","","3.7","","36","","0.0","","16","","20","","","","90.14","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 19:00","2023","09","09","19:00","16.7","","4.2","","43","","0.0","","16","","15","","","","90.15","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 20:00","2023","09","09","20:00","14.4","","4.9","","53","","0.0","","17","","13","","","","90.18","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 21:00","2023","09","09","21:00","12.4","","5.2","","61","","0.0","","16","","12","","","","90.19","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 22:00","2023","09","09","22:00","10.9","","5.4","","68","","0.0","","16","","12","","","","90.19","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-09 23:00","2023","09","09","23:00","9.4","","5.3","","75","","0.0","","16","","11","","","","90.17","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 00:00","2023","09","10","00:00","8.9","","5.2","","78","","0.0","","17","","10","","","","90.17","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 01:00","2023","09","10","01:00","9.0","","5.4","","78","","0.0","","17","","11","","","","90.15","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 02:00","2023","09","10","02:00","9.1","","5.4","","78","","0.0","","18","","13","","","","90.13","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 03:00","2023","09","10","03:00","8.0","","5.0","","82","","0.0","","17","","12","","","","90.11","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 04:00","2023","09","10","04:00","7.3","","4.6","","83","","0.0","","17","","12","","","","90.10","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 05:00","2023","09","10","05:00","6.3","","4.3","","87","","0.0","","17","","11","","","","90.08","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 06:00","2023","09","10","06:00","6.1","","4.4","","89","","0.0","","18","","7","","","","90.07","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 07:00","2023","09","10","07:00","7.7","","5.9","","89","","0.0","","19","","8","","","","90.06","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 08:00","2023","09","10","08:00","10.8","","6.1","","73","","0.0","","21","","11","","","","90.04","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 09:00","2023","09","10","09:00","13.4","","6.6","","63","","0.0","","20","","15","","","","90.03","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 10:00","2023","09","10","10:00","16.1","","7.3","","56","","0.0","","17","","20","","","","90.01","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 11:00","2023","09","10","11:00","18.4","","7.2","","48","","0.0","","17","","27","","","","89.97","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 12:00","2023","09","10","12:00","19.9","","5.9","","40","","0.0","","18","","26","","","","89.93","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 13:00","2023","09","10","13:00","20.8","","5.7","","37","","0.0","","17","","28","","","","89.89","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 14:00","2023","09","10","14:00","21.7","","3.0","","29","","0.0","","19","","24","","","","89.84","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 15:00","2023","09","10","15:00","21.7","","3.8","","31","","0.0","","15","","24","","","","89.79","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 16:00","2023","09","10","16:00","21.8","","4.3","","32","","0.0","","17","","25","","","","89.75","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 17:00","2023","09","10","17:00","21.2","","4.8","","34","","0.0","","17","","25","","","","89.72","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 18:00","2023","09","10","18:00","20.1","","3.6","","34","","0.0","","17","","26","","","","89.70","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 19:00","2023","09","10","19:00","18.0","","3.5","","38","","0.0","","16","","18","","","","89.69","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 20:00","2023","09","10","20:00","16.5","","3.2","","41","","0.0","","16","","19","","","","89.69","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 21:00","2023","09","10","21:00","15.2","","3.3","","45","","0.0","","17","","20","","","","89.68","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 22:00","2023","09","10","22:00","13.6","","3.0","","49","","0.0","","16","","17","","","","89.66","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-10 23:00","2023","09","10","23:00","11.9","","3.5","","56","","0.0","","17","","14","","","","89.62","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 00:00","2023","09","11","00:00","11.7","","3.5","","57","","0.0","","16","","15","","","","89.58","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 01:00","2023","09","11","01:00","11.0","","3.9","","62","","0.0","","17","","16","","","","89.55","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 02:00","2023","09","11","02:00","9.5","","4.5","","71","","0.0","","17","","13","","","","89.52","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 03:00","2023","09","11","03:00","7.6","","4.0","","78","","0.0","","16","","9","","","","89.52","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 04:00","2023","09","11","04:00","6.9","","4.0","","82","","0.0","","17","","9","","","","89.50","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 05:00","2023","09","11","05:00","7.1","","4.0","","81","","0.0","","22","","8","","","","89.49","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 06:00","2023","09","11","06:00","5.6","","3.3","","85","","0.0","","20","","8","","","","89.48","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 07:00","2023","09","11","07:00","7.7","","4.7","","81","","0.0","","21","","8","","","","89.47","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 08:00","2023","09","11","08:00","10.8","","4.7","","66","","0.0","","22","","7","","","","89.45","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 09:00","2023","09","11","09:00","14.2","","4.8","","53","","0.0","","20","","10","","","","89.42","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 10:00","2023","09","11","10:00","17.3","","5.0","","44","","0.0","","16","","7","","","","89.38","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 11:00","2023","09","11","11:00","19.5","","5.2","","39","","0.0","","15","","10","","","","89.35","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 12:00","2023","09","11","12:00","20.9","","5.9","","37","","0.0","","16","","13","","","","89.30","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 13:00","2023","09","11","13:00","22.5","","4.8","","31","","0.0","","16","","14","","","","89.27","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 14:00","2023","09","11","14:00","24.1","","2.3","","24","","0.0","","15","","11","","","","89.21","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 15:00","2023","09","11","15:00","24.0","","3.8","","27","","0.0","","15","","10","","","","89.16","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 16:00","2023","09","11","16:00","24.5","","3.2","","25","","0.0","","16","","11","","","","89.12","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 17:00","2023","09","11","17:00","24.1","","3.7","","26","","0.0","","15","","11","","","","89.07","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 18:00","2023","09","11","18:00","21.4","","6.0","","37","","0.0","","15","","9","","","","89.04","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 19:00","2023","09","11","19:00","19.4","","3.7","","35","","0.0","","16","","10","","","","89.00","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 20:00","2023","09","11","20:00","17.3","","4.3","","42","","0.0","","15","","11","","","","88.99","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 21:00","2023","09","11","21:00","17.6","","4.0","","41","","0.0","","17","","15","","","","88.96","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 22:00","2023","09","11","22:00","16.7","","3.2","","41","","0.0","","21","","10","","","","88.95","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-11 23:00","2023","09","11","23:00","16.7","","4.3","","44","","0.0","","24","","11","","","","88.93","","","","","","NA"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 00:00","2023","09","12","00:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 01:00","2023","09","12","01:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 02:00","2023","09","12","02:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 03:00","2023","09","12","03:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 04:00","2023","09","12","04:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 05:00","2023","09","12","05:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 06:00","2023","09","12","06:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 07:00","2023","09","12","07:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 08:00","2023","09","12","08:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 09:00","2023","09","12","09:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 10:00","2023","09","12","10:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 11:00","2023","09","12","11:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 12:00","2023","09","12","12:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 13:00","2023","09","12","13:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 14:00","2023","09","12","14:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 15:00","2023","09","12","15:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 16:00","2023","09","12","16:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 17:00","2023","09","12","17:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 18:00","2023","09","12","18:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 19:00","2023","09","12","19:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 20:00","2023","09","12","20:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 21:00","2023","09","12","21:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 22:00","2023","09","12","22:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-12 23:00","2023","09","12","23:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 00:00","2023","09","13","00:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 01:00","2023","09","13","01:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 02:00","2023","09","13","02:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 03:00","2023","09","13","03:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 04:00","2023","09","13","04:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 05:00","2023","09","13","05:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 06:00","2023","09","13","06:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 07:00","2023","09","13","07:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 08:00","2023","09","13","08:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 09:00","2023","09","13","09:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 10:00","2023","09","13","10:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 11:00","2023","09","13","11:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 12:00","2023","09","13","12:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 13:00","2023","09","13","13:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 14:00","2023","09","13","14:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 15:00","2023","09","13","15:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 16:00","2023","09","13","16:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 17:00","2023","09","13","17:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 18:00","2023","09","13","18:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 19:00","2023","09","13","19:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 20:00","2023","09","13","20:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 21:00","2023","09","13","21:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 22:00","2023","09","13","22:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-13 23:00","2023","09","13","23:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 00:00","2023","09","14","00:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 01:00","2023","09","14","01:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 02:00","2023","09","14","02:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 03:00","2023","09","14","03:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 04:00","2023","09","14","04:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 05:00","2023","09","14","05:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 06:00","2023","09","14","06:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 07:00","2023","09","14","07:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 08:00","2023","09","14","08:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 09:00","2023","09","14","09:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 10:00","2023","09","14","10:00"
"-114.00","51.11","CALGARY INT'L CS","3031094","2023-09-14 11:00","2023","09","14","11:00"
